state_code,state_fips,county_fips,county_state_name,county_population,county_pop_density,county_area_total,county_area_land,county_area_water,year
GA,13,137,"Habersham County, Georgia",46326,167.3224,279.0568,276.8667,2.190117,2022
GA,13,139,"Hall County, Georgia",204953,521.5165,429.2772,392.9943,36.28284,2022
GA,13,141,"Hancock County, Georgia",8588,18.23096,477.8158,471.0668,6.748919,2022
GA,13,143,"Haralson County, Georgia",30178,106.9515,283.1755,282.1653,1.010248,2022
GA,13,145,"Harris County, Georgia",34914,75.27599,472.9565,463.8133,9.143234,2022
GA,13,147,"Hart County, Georgia",26110,112.3387,256.9479,232.4222,24.52576,2022
GA,13,149,"Heard County, Georgia",11489,38.81769,301.0945,295.9733,5.121178,2022
GA,13,151,"Henry County, Georgia",240853,755.7325,326.5288,318.7014,7.827463,2022
GA,13,153,"Houston County, Georgia",164117,436.4278,379.9034,376.0462,3.857235,2022
GA,13,155,"Irwin County, Georgia",9487,26.772,362.7628,354.3628,8.400096,2022
GA,13,157,"Jackson County, Georgia",77033,226.8507,342.9671,339.5758,3.391336,2022
GA,13,159,"Jasper County, Georgia",14882,40.39563,373.4644,368.4062,5.058234,2022
GA,13,161,"Jeff Davis County, Georgia",14791,44.69675,335.398,330.9189,4.479158,2022
GA,13,163,"Jefferson County, Georgia",15591,29.60944,529.6669,526.5551,3.111828,2022
GA,13,165,"Jenkins County, Georgia",8704,25.05625,352.4734,347.3784,5.094979,2022
GA,13,167,"Johnson County, Georgia",9225,30.44365,306.5929,303.0189,3.574006,2022
GA,13,169,"Jones County, Georgia",28382,72.0462,395.4167,393.9417,1.475009,2022
GA,13,171,"Lamar County, Georgia",18676,101.7762,185.8344,183.5006,2.333729,2022
GA,13,173,"Lanier County, Georgia",9964,50.6976,199.7884,196.5379,3.250539,2022
GA,13,175,"Laurens County, Georgia",49407,61.19758,818.4704,807.3358,11.13459,2022
GA,13,177,"Lee County, Georgia",32968,92.64721,361.7939,355.8445,5.949382,2022
GA,13,179,"Liberty County, Georgia",65550,126.9211,602.5189,516.4626,86.0563,2022
GA,13,181,"Lincoln County, Georgia",7726,36.72381,257.2978,210.3812,46.91654,2022
GA,13,183,"Long County, Georgia",16804,41.96814,403.8206,400.399,3.421645,2022
GA,13,185,"Lowndes County, Georgia",118257,237.8274,510.5754,497.2387,13.33666,2022
GA,13,187,"Lumpkin County, Georgia",33405,118.0624,284.2083,282.9436,1.264702,2022
GA,13,189,"McDuffie County, Georgia",21715,84.37189,266.2962,257.3724,8.923796,2022
GA,13,191,"McIntosh County, Georgia",11183,25.92574,573.8894,431.3473,142.5421,2022
GA,13,193,"Macon County, Georgia",12099,30.19752,406.0065,400.6621,5.344394,2022
GA,13,195,"Madison County, Georgia",30378,107.6,285.5854,282.3235,3.261876,2022
GA,13,197,"Marion County, Georgia",7508,20.52929,367.1831,365.7213,1.461761,2022
GA,13,199,"Meriwether County, Georgia",20679,41.28315,505.0891,500.9066,4.182452,2022
GA,13,201,"Miller County, Georgia",5923,20.9721,283.6627,282.4228,1.239902,2022
GA,13,205,"Mitchell County, Georgia",21634,42.24087,513.8237,512.158,1.665727,2022
GA,13,207,"Monroe County, Georgia",28287,71.4153,398.2707,396.0916,2.179101,2022
GA,13,209,"Montgomery County, Georgia",8687,36.02394,244.694,241.1452,3.548853,2022
GA,13,211,"Morgan County, Georgia",20171,58.06086,354.6207,347.4113,7.209425,2022
GA,13,213,"Murray County, Georgia",40063,116.2952,346.7023,344.4941,2.208193,2022
GA,13,215,"Muscogee County, Georgia",204572,944.9066,221.0109,216.4997,4.511192,2022
GA,13,217,"Newton County, Georgia",113298,413.7767,279.199,273.8144,5.384673,2022
GA,13,219,"Oconee County, Georgia",41978,227.7183,186.3746,184.3418,2.032787,2022
GA,13,221,"Oglethorpe County, Georgia",14974,34.10452,442.0381,439.062,2.976088,2022
GA,13,223,"Paulding County, Georgia",169898,543.934,314.3629,312.3504,2.012412,2022
GA,13,225,"Peach County, Georgia",28054,186.6732,151.3182,150.284,1.034173,2022
GA,13,227,"Pickens County, Georgia",33439,144.0967,232.7122,232.0594,0.652771,2022
GA,13,229,"Pierce County, Georgia",19822,58.2219,343.2298,340.4561,2.77373,2022
GA,13,231,"Pike County, Georgia",19145,88.59893,219.4051,216.0861,3.318928,2022
GA,13,233,"Polk County, Georgia",43019,138.6192,312.1406,310.3395,1.801074,2022
GA,13,235,"Pulaski County, Georgia",9887,39.66519,251.2099,249.2614,1.948506,2022
GA,13,237,"Putnam County, Georgia",22206,64.42464,360.6865,344.6818,16.00465,2022
GA,13,239,"Quitman County, Georgia",2180,14.41442,160.565,151.2374,9.327571,2022
GA,13,241,"Rabun County, Georgia",16915,45.6996,377.028,370.1345,6.89345,2022
GA,13,243,"Randolph County, Georgia",6365,14.8633,430.8732,428.2361,2.637094,2022
GA,13,245,"Richmond County, Georgia",206153,635.6078,328.5853,324.34,4.245291,2022
GA,13,247,"Rockdale County, Georgia",93641,721.3219,132.0965,129.8186,2.277876,2022
GA,13,249,"Schley County, Georgia",4565,27.3503,167.8235,166.9086,0.9149266,2022
GA,13,251,"Screven County, Georgia",14026,21.71809,655.8688,645.821,10.04785,2022
GA,13,253,"Seminole County, Georgia",9117,38.37994,256.556,237.546,19.01001,2022
GA,13,255,"Spalding County, Georgia",67415,344.0059,199.5906,195.9705,3.62009,2022
GA,13,257,"Stephens County, Georgia",26732,149.456,183.8964,178.862,5.034491,2022
GA,13,259,"Stewart County, Georgia",5121,11.16298,463.6128,458.7485,4.864302,2022
GA,13,261,"Sumter County, Georgia",29378,60.83948,492.6115,482.8773,9.734192,2022
GA,13,263,"Talbot County, Georgia",5793,14.80157,394.7623,391.3774,3.384899,2022
GA,13,265,"Taliaferro County, Georgia",1635,8.401559,195.3472,194.6068,0.7404023,2022
GA,13,267,"Tattnall County, Georgia",24309,50.55529,488.3485,480.8399,7.508688,2022
GA,13,269,"Taylor County, Georgia",7799,20.70423,379.6985,376.6863,3.012191,2022
GA,13,271,"Telfair County, Georgia",12619,28.85613,444.0088,437.3075,6.701344,2022
GA,13,273,"Terrell County, Georgia",9004,26.81426,337.7032,335.7914,1.911717,2022
GA,13,275,"Thomas County, Georgia",45665,83.84547,552.2181,544.6329,7.585246,2022
GA,13,277,"Tift County, Georgia",41247,158.101,268.7891,260.8901,7.898999,2022
GA,13,279,"Toombs County, Georgia",26946,74.02493,370.9921,364.0125,6.979541,2022
GA,13,281,"Towns County, Georgia",12546,75.36095,171.7893,166.4788,5.310526,2022
GA,13,283,"Treutlen County, Georgia",6411,32.14644,202.4469,199.4311,3.015809,2022
GA,13,285,"Troup County, Georgia",69527,167.936,445.9619,414.0089,31.95295,2022
GA,13,287,"Turner County, Georgia",8894,31.16138,289.9804,285.4174,4.562992,2022
GA,13,289,"Twiggs County, Georgia",7955,22.14276,362.6342,359.2596,3.374624,2022
GA,13,291,"Union County, Georgia",24880,77.2466,329.0672,322.0854,6.98179,2022
GA,13,293,"Upson County, Georgia",27638,85.44311,327.5537,323.4667,4.087049,2022
GA,13,295,"Walker County, Georgia",68065,152.5144,446.9316,446.2858,0.6458238,2022
GA,13,297,"Walton County, Georgia",97752,299.0999,329.9999,326.8206,3.179324,2022
GA,13,299,"Ware County, Georgia",35917,39.94151,907.9872,899.2399,8.747231,2022
GA,13,301,"Warren County, Georgia",5197,18.27626,286.6878,284.3579,2.329925,2022
GA,13,303,"Washington County, Georgia",19975,29.43882,684.3557,678.5259,5.829765,2022
GA,13,305,"Wayne County, Georgia",30277,47.1742,648.673,641.8127,6.860321,2022
GA,13,307,"Webster County, Georgia",2354,11.22784,210.5604,209.6574,0.9030328,2022
GA,13,309,"Wheeler County, Georgia",7550,25.55082,300.2683,295.4895,4.778799,2022
GA,13,311,"White County, Georgia",28165,116.9914,242.2567,240.7442,1.512462,2022
GA,13,313,"Whitfield County, Georgia",103033,354.7421,291.0545,290.4448,0.6096673,2022
GA,13,315,"Wilcox County, Georgia",8839,23.39531,382.1149,377.8108,4.304123,2022
GA,13,317,"Wilkes County, Georgia",9610,20.46855,474.0942,469.5008,4.59343,2022
GA,13,319,"Wilkinson County, Georgia",8852,19.70551,451.9498,449.2144,2.735457,2022
GA,13,321,"Worth County, Georgia",20706,36.2823,574.7553,570.6914,4.063895,2022
HI,15,1,"Hawaii County, Hawaii",202163,50.18406,5086.166,4028.431,1057.735,2022
HI,15,3,"Honolulu County, Hawaii",1010100,1681.45,2166.222,600.7313,1565.491,2022
HI,15,5,"Kalawao County, Hawaii",50,4.169652,52.8273,11.99141,40.83589,2022
HI,15,7,"Kauai County, Hawaii",73511,118.5987,1266.313,619.8298,646.4836,2022
HI,15,9,"Maui County, Hawaii",164765,141.8505,2398.329,1161.54,1236.789,2022
ID,16,1,"Ada County, Idaho",497494,472.8965,1060.57,1052.015,8.555654,2022
ID,16,3,"Adams County, Idaho",4464,3.275597,1369.508,1362.805,6.702674,2022
ID,16,5,"Bannock County, Idaho",87434,78.59305,1148.041,1112.49,35.55078,2022
ID,16,7,"Bear Lake County, Idaho",6436,6.596102,1049.614,975.7278,73.88617,2022
ID,16,9,"Benewah County, Idaho",9731,12.52492,784.1913,776.9314,7.259953,2022
ID,16,11,"Bingham County, Idaho",48253,23.0464,2120.232,2093.732,26.49911,2022
ID,16,13,"Blaine County, Idaho",24248,9.192725,2654.98,2637.738,17.24202,2022
ID,16,15,"Boise County, Idaho",7809,4.110961,1906.932,1899.556,7.376206,2022
ID,16,17,"Bonner County, Idaho",47976,27.68026,1918.133,1733.221,184.9123,2022
ID,16,19,"Bonneville County, Idaho",124490,66.71587,1900.29,1865.973,34.31699,2022
ID,16,21,"Boundary County, Idaho",12335,9.722713,1278.053,1268.679,9.374115,2022
ID,16,23,"Butte County, Idaho",2605,1.164773,2238.518,2236.487,2.030889,2022
ID,16,25,"Camas County, Idaho",1133,1.054705,1078.693,1074.234,4.458729,2022
ID,16,27,"Canyon County, Idaho",235006,400.3171,603.6975,587.0496,16.6479,2022
ID,16,29,"Caribou County, Idaho",7058,4.000694,1798.641,1764.194,34.44683,2022
ID,16,31,"Cassia County, Idaho",24859,9.689316,2580.729,2565.609,15.1192,2022
ID,16,33,"Clark County, Idaho",756,0.4287792,1764.101,1763.145,0.9561639,2022
ID,16,35,"Clearwater County, Idaho",8810,3.585216,2488.044,2457.314,30.73083,2022
ID,16,37,"Custer County, Idaho",4344,0.8825364,4938.597,4922.177,16.41984,2022
ID,16,39,"Elmore County, Idaho",28752,9.350004,3101.461,3075.079,26.38251,2022
ID,16,41,"Franklin County, Idaho",14376,21.68264,667.7114,663.019,4.692482,2022
ID,16,43,"Fremont County, Idaho",13519,7.25284,1896.176,1863.96,32.21662,2022
ID,16,45,"Gem County, Idaho",19250,34.38916,564.5927,559.7695,4.823161,2022
ID,16,47,"Gooding County, Idaho",15520,21.28004,734.1367,729.322,4.814718,2022
ID,16,49,"Idaho County, Idaho",16787,1.980183,8503.573,8477.499,26.07462,2022
ID,16,51,"Jefferson County, Idaho",31383,28.69485,1105.714,1093.681,12.03334,2022
ID,16,53,"Jerome County, Idaho",24474,40.95771,602.5273,597.5432,4.984117,2022
ID,16,55,"Kootenai County, Idaho",173396,140.0862,1308.995,1237.781,71.21417,2022
ID,16,57,"Latah County, Idaho",39872,37.06034,1076.782,1075.867,0.915054,2022
ID,16,59,"Lemhi County, Idaho",8043,1.762388,4569.141,4563.695,5.446216,2022
ID,16,61,"Lewis County, Idaho",3630,7.581113,479.7251,478.8215,0.9035745,2022
ID,16,63,"Lincoln County, Idaho",5203,4.330912,1205.838,1201.364,4.474369,2022
ID,16,65,"Madison County, Idaho",52487,111.8489,473.3216,469.2671,4.05444,2022
ID,16,67,"Minidoka County, Idaho",21626,28.56818,762.3738,756.9962,5.377614,2022
ID,16,69,"Nez Perce County, Idaho",42200,49.74535,856.5262,848.3204,8.205783,2022
ID,16,71,"Oneida County, Idaho",4572,3.813333,1200.494,1198.951,1.542571,2022
ID,16,73,"Owyhee County, Idaho",12043,1.570511,7696.826,7668.204,28.62255,2022
ID,16,75,"Payette County, Idaho",25571,62.84446,410.319,406.8935,3.42556,2022
ID,16,77,"Power County, Idaho",7918,5.6403,1442.129,1403.826,38.30344,2022
ID,16,79,"Shoshone County, Idaho",13399,5.080334,2642.816,2637.425,5.390935,2022
ID,16,81,"Teton County, Idaho",11813,26.30425,450.1984,449.0909,1.107524,2022
ID,16,83,"Twin Falls County, Idaho",90592,47.14125,1928.687,1921.714,6.973307,2022
ID,16,85,"Valley County, Idaho",11830,3.227726,3733.501,3665.119,68.38272,2022
ID,16,87,"Washington County, Idaho",10612,7.304252,1473.404,1452.852,20.55145,2022
IL,17,1,"Adams County, Illinois",65583,76.69188,871.2707,855.1492,16.12143,2022
IL,17,3,"Alexander County, Illinois",5261,22.34976,252.6293,235.3941,17.23529,2022
IL,17,5,"Bond County, Illinois",16750,44.03996,382.8316,380.3364,2.495235,2022
IL,17,7,"Boone County, Illinois",53459,190.4214,282.0381,280.7405,1.297545,2022
IL,17,9,"Brown County, Illinois",6334,20.71785,307.3269,305.7267,1.600141,2022
IL,17,11,"Bureau County, Illinois",33203,38.20514,873.5209,869.0715,4.449404,2022
IL,17,13,"Calhoun County, Illinois",4472,17.61813,283.5791,253.8294,29.74971,2022
IL,17,15,"Carroll County, Illinois",15594,35.01072,466.9826,445.4065,21.57609,2022
IL,17,17,"Cass County, Illinois",12955,34.47735,383.696,375.7539,7.942094,2022
IL,17,19,"Champaign County, Illinois",206525,207.3327,998.4636,996.1042,2.359293,2022
IL,17,21,"Christian County, Illinois",33893,47.77139,715.7486,709.4832,6.265414,2022
IL,17,23,"Clark County, Illinois",15467,30.84917,504.7615,501.3749,3.386638,2022
IL,17,25,"Clay County, Illinois",13248,28.28649,469.5341,468.3509,1.18321,2022
IL,17,27,"Clinton County, Illinois",36998,78.06452,503.1438,473.9413,29.20255,2022
IL,17,29,"Coles County, Illinois",47076,92.61972,510.0673,508.2719,1.795404,2022
IL,17,31,"Cook County, Illinois",5225367,5529.932,1634.634,944.9243,689.7095,2022
IL,17,33,"Crawford County, Illinois",18729,42.21633,445.8616,443.6435,2.218088,2022
IL,17,35,"Cumberland County, Illinois",10447,30.19856,346.9236,345.9437,0.9799296,2022
IL,17,37,"DeKalb County, Illinois",100686,159.4806,634.6423,631.3371,3.3052,2022
IL,17,39,"De Witt County, Illinois",15535,39.07576,405.0871,397.561,7.52603,2022
IL,17,41,"Douglas County, Illinois",19714,47.31585,417.2062,416.6468,0.5593482,2022
IL,17,43,"DuPage County, Illinois",930559,2838.498,336.3887,327.8351,8.553661,2022
IL,17,45,"Edgar County, Illinois",16852,27.03572,623.9279,623.3236,0.60427,2022
IL,17,47,"Edwards County, Illinois",6182,27.7968,222.7013,222.3997,0.3016238,2022
IL,17,49,"Effingham County, Illinois",34594,72.25614,479.9947,478.769,1.225714,2022
IL,17,51,"Fayette County, Illinois",21464,29.95913,725.2924,716.4427,8.849615,2022
IL,17,53,"Ford County, Illinois",13484,27.76789,486.2303,485.5969,0.6334373,2022
IL,17,55,"Franklin County, Illinois",37810,92.46159,431.4716,408.9266,22.54501,2022
IL,17,57,"Fulton County, Illinois",33691,38.91838,882.644,865.6835,16.96043,2022
IL,17,59,"Gallatin County, Illinois",4967,15.38051,328.0983,322.9411,5.157167,2022
IL,17,61,"Greene County, Illinois",12015,22.1212,546.3965,543.1441,3.252485,2022
IL,17,63,"Grundy County, Illinois",52624,125.8563,430.5319,418.1276,12.40427,2022
IL,17,65,"Hamilton County, Illinois",8008,18.42413,435.8722,434.6474,1.22475,2022
IL,17,67,"Hancock County, Illinois",17582,22.1506,814.4293,793.7484,20.68093,2022
IL,17,69,"Hardin County, Illinois",3665,20.66082,181.4375,177.3889,4.048575,2022
IL,17,71,"Henderson County, Illinois",6374,16.82714,395.2276,378.7928,16.4348,2022
IL,17,73,"Henry County, Illinois",49157,59.72458,825.6888,823.0615,2.627345,2022
IL,17,75,"Iroquois County, Illinois",27043,24.20183,1119.033,1117.395,1.63753,2022
IL,17,77,"Jackson County, Illinois",53176,91.12187,602.2236,583.5701,18.65346,2022
IL,17,79,"Jasper County, Illinois",9295,18.79244,498.2178,494.6137,3.604074,2022
IL,17,81,"Jefferson County, Illinois",37043,64.84727,583.8022,571.2345,12.56774,2022
IL,17,83,"Jersey County, Illinois",21462,58.07522,377.4062,369.5552,7.850992,2022
IL,17,85,"Jo Daviess County, Illinois",21942,36.51378,618.6034,600.9238,17.67959,2022
IL,17,87,"Johnson County, Illinois",13313,38.73025,348.6843,343.7365,4.947769,2022
IL,17,89,"Kane County, Illinois",517254,995.9382,524.1801,519.3635,4.816514,2022
IL,17,91,"Kankakee County, Illinois",107421,158.7917,681.3006,676.4902,4.810438,2022
IL,17,93,"Kendall County, Illinois",132795,414.6758,322.2213,320.2381,1.983223,2022
IL,17,95,"Knox County, Illinois",49751,69.44728,719.7972,716.3851,3.412133,2022
IL,17,97,"Lake County, Illinois",713159,1607.643,1368.33,443.6053,924.7248,2022
IL,17,99,"LaSalle County, Illinois",109495,96.45747,1148.179,1135.164,13.01509,2022
IL,17,101,"Lawrence County, Illinois",15302,41.11467,374.1386,372.1786,1.960054,2022
IL,17,103,"Lee County, Illinois",34221,47.21645,728.5447,724.7687,3.77603,2022
IL,17,105,"Livingston County, Illinois",35771,34.27562,1045.935,1043.628,2.307275,2022
IL,17,107,"Logan County, Illinois",28027,45.34729,618.9259,618.0524,0.8734902,2022
IL,17,109,"McDonough County, Illinois",27370,46.44312,590.1001,589.3231,0.7770507,2022
IL,17,111,"McHenry County, Illinois",311133,515.6359,611.0693,603.3967,7.672547,2022
IL,17,113,"McLean County, Illinois",171284,144.7575,1186.261,1183.248,3.013472,2022
IL,17,115,"Macon County, Illinois",103542,178.3437,585.752,580.5757,5.176342,2022
IL,17,117,"Macoupin County, Illinois",44907,52.03751,867.7033,862.9736,4.729762,2022
IL,17,119,"Madison County, Illinois",265512,371.078,740.0413,715.5153,24.52604,2022
IL,17,121,"Marion County, Illinois",37543,65.57298,576.103,572.5377,3.565313,2022
IL,17,123,"Marshall County, Illinois",11740,30.34985,398.5381,386.8224,11.71569,2022
IL,17,125,"Mason County, Illinois",13074,24.24021,563.5792,539.3519,24.22734,2022
IL,17,127,"Massac County, Illinois",14135,59.60337,242.0872,237.151,4.936167,2022
IL,17,129,"Menard County, Illinois",12284,39.07234,315.4106,314.3912,1.019471,2022
IL,17,131,"Mercer County, Illinois",15692,27.95953,568.7348,561.2398,7.49498,2022
IL,17,133,"Monroe County, Illinois",34905,90.5916,398.3336,385.3006,13.03299,2022
IL,17,135,"Montgomery County, Illinois",28352,40.28612,709.7398,703.7659,5.973844,2022
IL,17,137,"Morgan County, Illinois",32882,57.79332,572.4541,568.9586,3.495594,2022
IL,17,139,"Moultrie County, Illinois",14531,43.25242,344.4953,335.9581,8.53721,2022
IL,17,141,"Ogle County, Illinois",51672,68.11014,763.4331,758.6536,4.779543,2022
IL,17,143,"Peoria County, Illinois",181186,292.8518,630.2471,618.6951,11.55194,2022
IL,17,145,"Perry County, Illinois",20996,47.51004,447.0238,441.9276,5.096177,2022
IL,17,147,"Piatt County, Illinois",16698,38.02015,439.4793,439.1882,0.2911682,2022
IL,17,149,"Pike County, Illinois",14776,17.77347,848.8233,831.3516,17.47171,2022
IL,17,151,"Pope County, Illinois",3799,10.2991,374.5285,368.8674,5.661123,2022
IL,17,153,"Pulaski County, Illinois",5177,25.98014,203.0391,199.2676,3.771575,2022
IL,17,155,"Putnam County, Illinois",5628,35.15369,172.1415,160.097,12.04447,2022
IL,17,157,"Randolph County, Illinois",30413,52.85842,597.0469,575.3672,21.67972,2022
IL,17,159,"Richland County, Illinois",15716,43.65142,361.9163,360.0341,1.882162,2022
IL,17,161,"Rock Island County, Illinois",143819,336.4218,451.2931,427.4961,23.79697,2022
IL,17,163,"St. Clair County, Illinois",256791,390.417,673.8911,657.7352,16.15588,2022
IL,17,165,"Saline County, Illinois",23662,62.26992,386.932,379.9908,6.941187,2022
IL,17,167,"Sangamon County, Illinois",196122,225.8856,877.0128,868.236,8.776739,2022
IL,17,169,"Schuyler County, Illinois",6879,15.73061,441.3586,437.3004,4.058178,2022
IL,17,171,"Scott County, Illinois",4899,19.5343,252.6485,250.7896,1.858907,2022
IL,17,173,"Shelby County, Illinois",21042,27.74126,768.0636,758.5091,9.554512,2022
IL,17,175,"Stark County, Illinois",5395,18.72578,288.3699,288.1055,0.2643966,2022
IL,17,177,"Stephenson County, Illinois",44482,78.83432,564.7679,564.2466,0.521324,2022
IL,17,179,"Tazewell County, Illinois",131276,203.0662,657.9409,646.4689,11.47199,2022
IL,17,181,"Union County, Illinois",17122,41.41634,422.1146,413.4117,8.702906,2022
IL,17,183,"Vermilion County, Illinois",74113,82.50188,901.2266,898.3188,2.907796,2022
IL,17,185,"Wabash County, Illinois",11321,50.69338,227.56,223.323,4.236919,2022
IL,17,187,"Warren County, Illinois",16760,30.90061,543.0299,542.3841,0.6458042,2022
IL,17,189,"Washington County, Illinois",13781,24.49532,563.9046,562.5972,1.307372,2022
IL,17,191,"Wayne County, Illinois",16127,22.59222,715.461,713.8297,1.631267,2022
IL,17,193,"White County, Illinois",13834,27.94845,501.8683,494.9827,6.885623,2022
IL,17,195,"Whiteside County, Illinois",55569,81.22944,696.4097,684.0992,12.31039,2022
IL,17,197,"Will County, Illinois",696774,833.5857,849.2232,835.8757,13.34751,2022
IL,17,199,"Williamson County, Illinois",67120,159.7296,444.33,420.21,24.11997,2022
IL,17,201,"Winnebago County, Illinois",284591,554.7045,519.1787,513.0497,6.128983,2022
IL,17,203,"Woodford County, Illinois",38414,72.81485,542.9467,527.5572,15.38953,2022
IN,18,1,"Adams County, Indiana",35827,105.7073,339.9666,338.9265,1.04013,2022
IN,18,3,"Allen County, Indiana",385456,586.5265,660.0239,657.1843,2.839592,2022
IN,18,5,"Bartholomew County, Indiana",82371,202.4158,409.5324,406.9397,2.592717,2022
IN,18,7,"Benton County, Indiana",8709,21.4287,406.5086,406.4175,0.09113286,2022
IN,18,9,"Blackford County, Indiana",12074,73.13958,165.5831,165.0816,0.5014529,2022
IN,18,11,"Boone County, Indiana",71235,168.4511,423.2208,422.8823,0.3385116,2022
IN,18,13,"Brown County, Indiana",15513,49.72315,316.6307,311.9875,4.643261,2022
IN,18,15,"Carroll County, Indiana",20397,54.79755,375.0186,372.2247,2.79396,2022
IN,18,17,"Cass County, Indiana",37820,91.76402,414.8477,412.1441,2.703501,2022
IN,18,19,"Clark County, Indiana",121484,326.1393,376.6122,372.4911,4.121029,2022
IN,18,21,"Clay County, Indiana",26396,73.81425,360.3214,357.6003,2.72101,2022
IN,18,23,"Clinton County, Indiana",33020,81.51733,405.2453,405.0672,0.1780383,2022
IN,18,25,"Crawford County, Indiana",10511,34.39314,308.7798,305.6133,3.166465,2022
IN,18,27,"Daviess County, Indiana",33337,77.61558,436.8742,429.5143,7.359869,2022
IN,18,29,"Dearborn County, Indiana",50709,166.2117,307.4108,305.0869,2.323957,2022
IN,18,31,"Decatur County, Indiana",26432,70.94548,373.3228,372.5678,0.7549965,2022
IN,18,33,"DeKalb County, Indiana",43312,119.3719,363.8586,362.8326,1.026035,2022
IN,18,35,"Delaware County, Indiana",112156,286.0323,395.9092,392.1095,3.799711,2022
IN,18,37,"Dubois County, Indiana",43584,102.0065,435.3338,427.267,8.066803,2022
IN,18,39,"Elkhart County, Indiana",206841,446.586,467.9706,463.1606,4.809984,2022
IN,18,41,"Fayette County, Indiana",23391,108.7848,215.1624,215.0209,0.1414709,2022
IN,18,43,"Floyd County, Indiana",80191,540.17,149.4991,148.4551,1.043982,2022
IN,18,45,"Fountain County, Indiana",16468,41.6208,397.8796,395.6676,2.211977,2022
IN,18,47,"Franklin County, Indiana",22850,59.43929,391.0497,384.4258,6.623909,2022
IN,18,49,"Fulton County, Indiana",20420,55.42994,371.2653,368.3929,2.872347,2022
IN,18,51,"Gibson County, Indiana",33006,67.72157,499.3053,487.3779,11.92733,2022
IN,18,53,"Grant County, Indiana",66560,160.7386,414.9001,414.0886,0.8115107,2022
IN,18,55,"Greene County, Indiana",30900,56.96195,545.9113,542.4673,3.443884,2022
IN,18,57,"Hamilton County, Indiana",349527,886.2678,402.4668,394.3808,8.085958,2022
IN,18,59,"Hancock County, Indiana",80170,262.0302,307.0265,305.9571,1.069383,2022
IN,18,61,"Harrison County, Indiana",39684,81.97385,486.1438,484.1056,2.038229,2022
IN,18,63,"Hendricks County, Indiana",175639,431.6584,408.778,406.8936,1.88448,2022
IN,18,65,"Henry County, Indiana",48913,124.8171,394.832,391.8775,2.954486,2022
IN,18,67,"Howard County, Indiana",83452,284.747,293.9215,293.0742,0.8473306,2022
IN,18,69,"Huntington County, Indiana",36699,95.9071,387.7201,382.6516,5.068554,2022
IN,18,71,"Jackson County, Indiana",46212,90.6157,513.9061,509.9778,3.928221,2022
IN,18,73,"Jasper County, Indiana",33045,59.0427,561.3896,559.6797,1.709913,2022
IN,18,75,"Jay County, Indiana",20451,53.27095,384.0824,383.9053,0.1770495,2022
IN,18,77,"Jefferson County, Indiana",33057,91.64722,363.0121,360.6983,2.313767,2022
IN,18,79,"Jennings County, Indiana",27610,73.3144,378.3456,376.5972,1.748376,2022
IN,18,81,"Johnson County, Indiana",161952,505.4447,321.7909,320.4149,1.376043,2022
IN,18,83,"Knox County, Indiana",36148,70.07726,523.9034,515.8307,8.072703,2022
IN,18,85,"Kosciusko County, Indiana",80442,151.3643,554.393,531.4462,22.94683,2022
IN,18,87,"LaGrange County, Indiana",40364,106.3243,386.7025,379.6308,7.071705,2022
IN,18,89,"Lake County, Indiana",497682,997.5999,626.6286,498.8794,127.7492,2022
IN,18,91,"LaPorte County, Indiana",112215,187.5606,613.2595,598.2866,14.97283,2022
IN,18,93,"Lawrence County, Indiana",45113,100.4417,451.9288,449.1459,2.782853,2022
IN,18,95,"Madison County, Indiana",130545,288.8668,452.9044,451.9211,0.9832984,2022
IN,18,97,"Marion County, Indiana",971737,2450.42,403.0087,396.5594,6.449282,2022
IN,18,99,"Marshall County, Indiana",46208,104.1613,449.7428,443.6198,6.123032,2022
IN,18,101,"Martin County, Indiana",9863,29.3751,340.4066,335.7605,4.646062,2022
IN,18,103,"Miami County, Indiana",35952,96.1689,377.3885,373.8423,3.546203,2022
IN,18,105,"Monroe County, Indiana",140065,355.0247,411.3214,394.5219,16.79955,2022
IN,18,107,"Montgomery County, Indiana",38018,75.33579,505.4457,504.6472,0.7984543,2022
IN,18,109,"Morgan County, Indiana",71757,177.6897,409.4285,403.8331,5.595376,2022
IN,18,111,"Newton County, Indiana",13829,34.4215,403.4341,401.7547,1.679354,2022
IN,18,113,"Noble County, Indiana",47431,115.4472,417.4328,410.8458,6.586994,2022
IN,18,115,"Ohio County, Indiana",5974,69.34437,87.45073,86.14975,1.300982,2022
IN,18,117,"Orange County, Indiana",19768,49.62114,408.192,398.3786,9.813357,2022
IN,18,119,"Owen County, Indiana",21361,55.44066,387.8311,385.2949,2.536283,2022
IN,18,121,"Parke County, Indiana",16327,36.7129,449.9934,444.7211,5.272304,2022
IN,18,123,"Perry County, Indiana",19186,50.25932,386.3106,381.7401,4.570451,2022
IN,18,125,"Pike County, Indiana",12227,36.5694,341.0943,334.3506,6.743716,2022
IN,18,127,"Porter County, Indiana",173355,414.6128,521.8276,418.113,103.7147,2022
IN,18,129,"Posey County, Indiana",25226,61.61926,419.6187,409.3849,10.23379,2022
IN,18,131,"Pulaski County, Indiana",12498,28.81882,434.5339,433.6749,0.8590083,2022
IN,18,133,"Putnam County, Indiana",36942,76.87644,482.694,480.5373,2.156725,2022
IN,18,135,"Randolph County, Indiana",24586,54.34821,453.3137,452.3792,0.9344785,2022
